Month,Division,Car Class,Total Miles,Number of Failures,Number of Cars,MDBF,12-Month Average MDBF
2020-11-01,A,R142A,901128,3,220,300376.0,139856
2020-11-01,B,R143,927225,4,212,231806.0,166019
2020-11-01,B,R160,7208104,21,1662,343243.0,273723
2020-11-01,B,R179,1473808,12,318,122817.0,130507
2020-11-01,A,R188-CONVERSION,1339575,4,380,334894.0,307930
2020-11-01,A,R188-NEW,466829,1,126,466829.0,248902
2020-11-01,B,R32,0,0,130,0.0,36583
2020-11-01,B,R42,0,0,37,0.0,16080
2020-11-01,B,R46,3542272,56,748,63255.0,59689
2020-11-01,A,R62,1262232,5,315,252446.0,212629
2020-11-01,A,R62A,3304946,20,824,165247.0,144547
2020-11-01,B,R68,2028213,27,425,75119.0,105816
2020-11-01,B,R68A,628477,7,200,89782.0,67633
2020-10-01,A,R142,4411351,19,1025,232176.0,247971
2020-10-01,A,R142A,956044,7,220,136578.0,127778
2020-10-01,B,R143,1048935,3,212,349645.0,160337
2020-10-01,B,R160,8329204,31,1662,268684.0,262961
2020-10-01,B,R179,837307,9,318,93034.0,140941
2020-10-01,A,R188-CONVERSION,1441161,4,380,360290.0,285631
2020-10-01,A,R188-NEW,477786,2,126,238893.0,226785
2020-10-01,B,R32,3759,0,130,0.0,38584
2020-10-01,B,R42,0,0,37,0.0,15696
2020-10-01,B,R46,3789455,70,748,54135.0,59561
2020-10-01,A,R62,1334980,5,315,266996.0,205982
2020-10-01,A,R62A,3689789,22,824,167718.0,143417
2020-10-01,B,R68,2126034,15,425,141736.0,101776
2020-10-01,B,R68A,725746,13,200,55827.0,65980
2020-09-01,A,R142,4331641,11,1025,393786.0,244366
2020-09-01,A,R142A,907038,3,220,302346.0,126354
2020-09-01,B,R143,924225,9,212,102692.0,156775
2020-09-01,B,R160,8514806,29,1662,293614.0,260706
2020-09-01,B,R179,40600,0,318,0.0,140880
2020-09-01,A,R188-CONVERSION,1370905,2,380,685453.0,284914
2020-09-01,A,R188-NEW,488613,1,126,488613.0,239632
2020-09-01,B,R32,94649,1,130,94649.0,38276
2020-09-01,B,R42,0,0,37,0.0,16595
2020-09-01,B,R46,3812938,60,750,63549.0,61064
2020-09-01,A,R62,1293675,7,315,184811.0,200693
2020-09-01,A,R62A,3487055,18,824,193725.0,136054
2020-09-01,B,R68,2109325,20,425,105466.0,92575
2020-09-01,B,R68A,646864,15,200,43124.0,68298
2020-08-01,A,R142,4165205,14,1025,297515.0,228484
2020-08-01,A,R142A,831540,8,220,103943.0,115667
2020-08-01,B,R143,1086483,11,212,98771.0,169048
2020-08-01,B,R160,8878704,20,1662,443935.0,269157
2020-08-01,B,R179,0,0,318,0.0,142726
2020-08-01,A,R188-CONVERSION,1365997,5,380,273199.0,280338
2020-08-01,A,R188-NEW,493733,3,126,164578.0,253010
2020-08-01,B,R32,147915,2,130,73958.0,34960
2020-08-01,B,R42,0,0,37,0.0,16635
2020-08-01,B,R46,3923731,71,750,55264.0,60319
2020-08-01,A,R62,1376799,11,315,125164.0,203143
2020-08-01,A,R62A,3491746,23,824,151815.0,122937
2020-08-01,B,R68,2172246,16,425,135765.0,88623
2020-08-01,B,R68A,667476,13,200,51344.0,72194
2020-07-01,A,R142,4604856,21,1025,219279.0,225058
2020-07-01,A,R142A,992422,14,220,70887.0,115623
2020-07-01,B,R143,1132867,8,212,141608.0,182777
2020-07-01,B,R160,8937317,28,1662,319190.0,263441
2020-07-01,B,R179,217,0,318,0.0,143544
2020-07-01,A,R188-CONVERSION,1420365,4,380,355091.0,298945
2020-07-01,A,R188-NEW,492311,3,126,164104.0,295779
2020-07-01,B,R32,115390,1,130,115390.0,28665
2020-07-01,B,R42,0,0,37,0.0,19143
2020-07-01,B,R46,4012082,87,750,46116.0,60813
2020-07-01,A,R62,1287091,9,315,143010.0,204035
2020-07-01,A,R62A,3716622,23,824,161592.0,119068
2020-07-01,B,R68,2273480,16,425,142093.0,83735
2020-07-01,B,R68A,669921,9,200,74436.0,78090
2020-06-01,A,R142,4467587,19,1025,235136.0,224077
2020-06-01,A,R142A,981166,12,220,81764.0,127190
2020-06-01,B,R143,944408,6,212,157401.0,178705
2020-06-01,B,R160,8310949,28,1662,296820.0,257455
2020-06-01,B,R179,117156,2,318,58578.0,143944
2020-06-01,A,R188-CONVERSION,1349674,5,380,269935.0,267979
2020-06-01,A,R188-NEW,482892,2,126,241446.0,356066
2020-06-01,B,R32,0,0,130,0.0,26891
2020-06-01,B,R42,0,0,37,0.0,23005
2020-06-01,B,R46,3749076,49,750,76512.0,63096
2020-06-01,A,R62,1232455,2,315,616228.0,212520
2020-06-01,A,R62A,3594281,28,824,128367.0,115083
2020-06-01,B,R68,2182097,21,425,103909.0,79897
2020-06-01,B,R68A,559343,12,200,46612.0,80382
2020-05-01,A,R142,3992318,14,1030,285166.0,233360
2020-05-01,A,R142A,980605,8,220,122576.0,124721
2020-05-01,B,R143,732899,5,212,146580.0,174810
2020-05-01,B,R160,5841059,25,1662,233642.0,263297
2020-05-01,B,R179,1570191,8,318,196274.0,150045
2020-05-01,A,R188-CONVERSION,899706,2,380,449853.0,273394
2020-05-01,A,R188-NEW,280056,0,126,N/A,412009
2020-05-01,B,R32,0,0,24,0.0,28599
2020-05-01,B,R42,0,0,37,0.0,24121
2020-05-01,B,R46,2656157,35,750,75890.0,60166
2020-05-01,A,R62,1225562,9,315,136174.0,207900
2020-05-01,A,R62A,2648846,22,824,120402.0,115405
2020-05-01,B,R68,1991456,18,425,110636.0,76267
2020-05-01,B,R68A,520403,9,200,57823.0,82553
2020-04-01,A,R142,2870323,7,1030,410046.0,237375
2020-04-01,A,R142A,671801,6,220,111967.0,123016
2020-04-01,B,R143,446762,1,212,446762.0,172658
2020-04-01,B,R160,4703993,16,1662,294000.0,264046
2020-04-01,B,R179,827072,5,308,165414.0,149675
2020-04-01,A,R188-CONVERSION,575840,0,380,0.0,260292
2020-04-01,A,R188-NEW,211958,0,126,N/A,370648
2020-04-01,B,R32,0,0,222,0.0,28847
2020-04-01,B,R42,0,0,37,0.0,26424
2020-04-01,B,R46,2245009,37,750,60676.0,59141
2020-04-01,A,R62,804110,3,315,268037.0,225018
2020-04-01,A,R62A,2135852,9,823,237317.0,114473
2020-04-01,B,R68,1531525,12,425,127627.0,74277
2020-04-01,B,R68A,246743,2,200,123372.0,87354
2020-03-01,A,R142,4028954,12,1030,335746.0,236177
2020-03-01,A,R142A,959493,7,220,137070.0,122039
2020-03-01,B,R143,758754,3,212,252918.0,156424
2020-03-01,B,R160,7453048,37,1662,201434.0,261487
2020-03-01,B,R179,1364749,13,298,104981.0,150012
2020-03-01,A,R188-CONVERSION,1231058,3,380,410353.0,260356
2020-03-01,A,R188-NEW,427871,3,126,142624.0,363886
2020-03-01,B,R32,143910,3,222,47970.0,29599
2020-03-01,B,R42,0,0,37,0.0,28733
2020-03-01,B,R46,3248427,59,750,55058.0,59762
2020-03-01,A,R62,1163305,4,315,290826.0,216877
2020-03-01,A,R62A,3394010,24,824,141417.0,113126
2020-03-01,B,R68,1988234,24,425,82843.0,73998
2020-03-01,B,R68A,531394,5,200,106279.0,88604
2020-02-01,A,R142,4385483,23,1030,190673.0,233143
2020-02-01,A,R142A,879781,7,220,125683.0,124424
2020-02-01,B,R143,761593,5,212,152319.0,149991
2020-02-01,B,R160,7938864,30,1662,264629.0,267651
2020-02-01,B,R179,1374960,11,298,124996.0,156284
2020-02-01,A,R188-CONVERSION,1284576,5,380,256915.0,258218
2020-02-01,A,R188-NEW,454312,1,126,454312.0,451033
2020-02-01,B,R32,373941,8,222,46743.0,30322
2020-02-01,B,R42,0,0,50,0.0,27444
2020-02-01,B,R46,2897777,59,750,49115.0,61018
2020-02-01,A,R62,1271690,4,315,317923.0,213691
2020-02-01,A,R62A,3300092,26,824,126927.0,113921
2020-02-01,B,R68,2060634,20,425,103032.0,69576
2020-02-01,B,R68A,573013,3,200,191004.0,86745
