Month,Division,Car Class,Total Miles,Number of Failures,Number of Cars,MDBF,12-Month Average MDBF
2019-05-01,B,R143,795791,6,212,132632.0,97611
2019-05-01,B,R160,9553174,38,1662,251399.0,241423
2019-05-01,B,R179,639904,2,178,319952.0,107262
2019-05-01,A,R188-CONVERSION,1467441,7,380,209634.0,232418
2019-05-01,A,R188-NEW,483661,2,126,241831.0,452133
2019-05-01,B,R32,534897,17,222,31465.0,35957
2019-05-01,B,R42,20725,0,50,0.0,26082
2019-05-01,B,R46,3341086,57,752,58616.0,63169
2019-05-01,A,R62,1298733,4,315,324683.0,275585
2019-05-01,A,R62A,3697306,34,824,108744.0,108674
2019-05-01,B,R68,2097574,28,425,74913.0,70154
2019-05-01,B,R68A,666433,6,200,111072.0,99088
2019-04-01,A,R142,4726439,16,1030,295402.0,178955
2019-04-01,A,R142A,1067212,10,220,106721.0,95185
2019-04-01,B,R143,853961,9,212,94885.0,97775
2019-04-01,B,R160,8684644,35,1662,248133.0,241636
2019-04-01,B,R179,554377,3,152,184792.0,97263
2019-04-01,A,R188-CONVERSION,1360828,3,380,453609.0,224226
2019-04-01,A,R188-NEW,474421,1,126,474421.0,537014
2019-04-01,B,R32,592158,15,222,39477.0,36222
2019-04-01,B,R42,20784,0,50,0.0,24907
2019-04-01,B,R46,3468462,51,752,68009.0,64764
2019-04-01,A,R62,1359326,8,315,169916.0,269132
2019-04-01,A,R62A,3572596,26,824,137408.0,107804
2019-04-01,B,R68,2031274,20,425,101564.0,71035
2019-04-01,B,R68A,703695,6,200,117283.0,93072
2019-03-01,A,R142,4717694,18,1030,262094.0,173003
2019-03-01,A,R142A,1071133,6,220,178522.0,97670
2019-03-01,B,R143,822738,6,212,137123.0,96309
2019-03-01,B,R160,8878870,33,1662,269057.0,237565
2019-03-01,B,R179,453693,4,136,113423.0,90429
2019-03-01,A,R188-CONVERSION,1352453,4,380,338113.0,207656
2019-03-01,A,R188-NEW,469119,0,126,N/A,586702
2019-03-01,B,R32,600363,13,222,46182.0,36259
2019-03-01,B,R42,15844,1,50,15844.0,24268
2019-03-01,B,R46,3499356,50,752,69987.0,66834
2019-03-01,A,R62,1367720,6,315,227953.0,296979
2019-03-01,A,R62A,3694795,24,824,153950.0,106389
2019-03-01,B,R68,2093955,47,425,44552.0,70819
2019-03-01,B,R68A,631777,8,200,78972.0,93379
2019-02-01,A,R142,4254854,25,1030,170194.0,170537
2019-02-01,A,R142A,982165,4,220,245541.0,89975
2019-02-01,B,R143,666450,11,212,60586.0,91530
2019-02-01,B,R160,8169970,34,1662,240293.0,238277
2019-02-01,B,R179,378207,4,128,94552.0,87692
2019-02-01,A,R188-CONVERSION,1191220,7,380,170174.0,204094
2019-02-01,A,R188-NEW,408459,2,126,204230.0,473600
2019-02-01,B,R32,679489,18,222,37749.0,35322
2019-02-01,B,R42,15706,0,50,0.0,26653
2019-02-01,B,R46,3172071,39,752,81335.0,67982
2019-02-01,A,R62,1222269,3,315,407423.0,317299
2019-02-01,A,R62A,3353782,23,824,145817.0,103733
2019-02-01,B,R68,1796209,31,425,57942.0,77549
2019-02-01,B,R68A,581483,3,200,193828.0,99876
2019-01-01,A,R142,4727208,41,1030,115298.0,168179
2019-01-01,A,R142A,1059585,6,220,176598.0,86517
2019-01-01,B,R143,1046049,7,212,149436.0,97588
2019-01-01,B,R160,9263967,36,1662,257332.0,241832
2019-01-01,B,R179,311682,2,112,155841.0,86594
2019-01-01,A,R188-CONVERSION,1219575,5,380,243915.0,211750
2019-01-01,A,R188-NEW,437813,1,126,437813.0,523646
2019-01-01,B,R32,800833,31,222,25833.0,35218
2019-01-01,B,R42,57723,2,50,28862.0,27413
2019-01-01,B,R46,3445199,63,752,54686.0,67847
2019-01-01,A,R62,1314710,7,315,187816.0,312577
2019-01-01,A,R62A,3789753,32,824,118430.0,101021
2019-01-01,B,R68,2144473,38,425,56434.0,79811
2019-01-01,B,R68A,702046,12,200,58504.0,92678
2018-12-01,A,R142,4780596,32,1030,149394.0,175880
2018-12-01,A,R142A,1001560,14,220,71540.0,75880
2018-12-01,B,R143,1027992,15,212,68533.0,97152
2018-12-01,B,R160,8702259,42,1662,207197.0,242265
2018-12-01,B,R179,375520,0,96,0.0,80573
2018-12-01,A,R188-CONVERSION,1371564,6,380,228594.0,198413
2018-12-01,A,R188-NEW,462276,1,126,462276.0,583931
2018-12-01,B,R32,643343,21,222,30635.0,34890
2018-12-01,B,R42,73748,4,50,18437.0,25400
2018-12-01,B,R46,3458983,44,752,78613.0,68714
2018-12-01,A,R62,1336600,5,315,267320.0,355086
2018-12-01,A,R62A,3698223,32,824,115569.0,99358
2018-12-01,B,R68,2046823,26,425,78724.0,81675
2018-12-01,B,R68A,615258,7,200,87894.0,99255
2018-11-01,A,R142,4493603,24,1030,187233.0,179845
2018-11-01,A,R142A,1027249,14,220,73375.0,74730
2018-11-01,B,R143,921132,11,212,83739.0,99559
2018-11-01,B,R160,8822101,42,1662,210050.0,248656
2018-11-01,B,R179,360115,3,96,120038.0,64246
2018-11-01,A,R188-CONVERSION,1247211,5,380,249442.0,182861
2018-11-01,A,R188-NEW,467214,0,126,N/A,588336
2018-11-01,B,R32,679914,17,222,39995.0,36146
2018-11-01,B,R42,79548,3,50,26516.0,26292
2018-11-01,B,R46,3313698,53,752,62523.0,66791
2018-11-01,A,R62,1324419,0,315,0.0,343344
2018-11-01,A,R62A,3588646,40,824,89716.0,100139
2018-11-01,B,R68,2029772,34,425,59699.0,80764
2018-11-01,B,R68A,600995,8,200,75124.0,103476
2018-10-01,A,R142,4836585,22,1030,219845.0,178536
2018-10-01,A,R142A,928885,5,220,185777.0,72208
2018-10-01,B,R143,852060,13,212,65543.0,102927
2018-10-01,B,R160,9453385,39,1662,242394.0,253749
2018-10-01,B,R179,336964,2,96,168482.0,55877
2018-10-01,A,R188-CONVERSION,1229922,6,380,204987.0,175779
2018-10-01,A,R188-NEW,462470,2,126,231235.0,528903
2018-10-01,B,R32,700751,18,222,38931.0,33552
2018-10-01,B,R42,82808,3,50,27603.0,28931
2018-10-01,B,R46,3441441,62,752,55507.0,68147
2018-10-01,A,R62,1388429,4,315,347107.0,310839
2018-10-01,A,R62A,3882774,35,824,110936.0,102278
2018-10-01,B,R68,2066387,22,425,93927.0,85875
2018-10-01,B,R68A,675202,8,200,84400.0,106853
2018-09-01,A,R142,4284775,23,1030,186295.0,180620
2018-09-01,A,R142A,1020200,15,220,68013.0,68404
2018-09-01,B,R143,1101228,7,212,157318.0,106832
2018-09-01,B,R160,8592955,33,1662,260393.0,249625
2018-09-01,B,R179,182304,8,96,22788.0,43365
2018-09-01,A,R188-CONVERSION,1279079,10,380,127908.0,171072
2018-09-01,A,R188-NEW,433564,0,126,N/A,585858
2018-09-01,B,R32,628451,19,222,33076.0,32293
2018-09-01,B,R42,82627,4,50,20657.0,28151
2018-09-01,B,R46,3155876,47,752,67146.0,69602
2018-09-01,A,R62,1187239,6,315,197873.0,288774
2018-09-01,A,R62A,3573748,37,824,96588.0,102900
2018-09-01,B,R68,1847500,21,425,87976.0,86669
2018-09-01,B,R68A,552932,2,200,276466.0,113201
2018-08-01,A,R142,4580657,25,1030,183226.0,180568
2018-08-01,A,R142A,1087605,17,220,63977.0,68299
2018-08-01,B,R143,1127456,10,212,112746.0,103421
2018-08-01,B,R160,9222634,34,1662,271254.0,249073
2018-08-01,B,R179,179572,5,80,35914.0,59827
2018-08-01,A,R188-CONVERSION,1375887,5,380,275177.0,175331
2018-08-01,A,R188-NEW,466245,1,126,466245.0,585862
2018-08-01,B,R32,599459,17,222,35262.0,31181
2018-08-01,B,R42,92210,4,50,23053.0,30879
2018-08-01,B,R46,3409390,66,752,51657.0,70496
2018-08-01,A,R62,1302940,5,315,260588.0,271912
2018-08-01,A,R62A,3780380,33,824,114557.0,104233
2018-08-01,B,R68,2011583,34,425,59164.0,87883
2018-08-01,B,R68A,680169,8,200,85021.0,107792
2018-07-01,A,R142,4675391,25,1030,187016.0,172150
2018-07-01,A,R142A,1035243,12,220,86270.0,64663
2018-07-01,B,R143,1091700,14,212,77979.0,101291
2018-07-01,B,R160,8866898,45,1662,197042.0,244999
2018-07-01,B,R179,176724,5,80,35345.0,83740
2018-07-01,A,R188-CONVERSION,1372992,6,380,228832.0,169290
2018-07-01,A,R188-NEW,439884,1,126,439884.0,437413
2018-07-01,B,R32,584039,13,222,44926.0,31355
2018-07-01,B,R42,102303,2,50,51152.0,33248
2018-07-01,B,R46,3355851,51,752,65801.0,71514
2018-07-01,A,R62,1160595,5,315,232119.0,257187
2018-07-01,A,R62A,3726115,40,824,93153.0,100447
2018-07-01,B,R68,2076155,27,425,76895.0,91984
2018-07-01,B,R68A,600260,5,200,120052.0,100795
2018-06-01,A,R142,4642208,27,1030,171934.0,162672
2018-06-01,A,R142A,1043462,14,220,74533.0,63685
2018-06-01,B,R143,1113976,8,212,139247.0,101224
2018-06-01,B,R160,8739600,32,1662,273113.0,248776
2018-06-01,B,R179,126888,0,64,0.0,0
2018-06-01,A,R188-CONVERSION,1336277,4,380,334069.0,163229
2018-06-01,A,R188-NEW,420469,1,126,420469.0,404037
2018-06-01,B,R32,687133,16,222,42946.0,31114
2018-06-01,B,R42,86278,5,50,17256.0,34217
2018-06-01,B,R46,3303857,56,752,58997.0,71357
2018-06-01,A,R62,1169753,3,315,389918.0,222168
2018-06-01,A,R62A,3546192,48,824,73879.0,100475
2018-06-01,B,R68,2031477,18,425,112860.0,95438
2018-06-01,B,R68A,619563,4,200,154891.0,97096
2018-05-01,A,R142,4934868,33,1030,149541.0,161074
2018-05-01,A,R142A,1049705,13,220,80747.0,62622
2018-05-01,B,R143,1206040,10,212,120604.0,97235
2018-05-01,B,R160,8922370,35,1662,254925.0,246897
2018-05-01,B,R179,65408,0,48,0.0,0
2018-05-01,A,R188-CONVERSION,1358813,9,380,150979.0,164116
2018-05-01,A,R188-NEW,428210,0,126,N/A,441333
2018-05-01,B,R32,736730,21,222,35082.0,31560
2018-05-01,B,R42,137262,6,50,22877.0,35216
2018-05-01,B,R46,3453138,43,752,80306.0,72700
2018-05-01,A,R62,1206503,5,315,241301.0,199957
2018-05-01,A,R62A,3561351,36,824,98926.0,102773
2018-05-01,B,R68,2047218,23,425,89009.0,95531
2018-05-01,B,R68A,668512,11,200,60774.0,94980
2018-04-01,A,R142,4605440,26,1030,177132.0,163159
2018-04-01,A,R142A,999614,6,220,166602.0,62756
2018-04-01,B,R143,1158164,14,212,82726.0,93418
2018-04-01,B,R160,8794138,43,1662,204515.0,252038
2018-04-01,B,R179,37096,0,40,0.0,0
2018-04-01,A,R188-CONVERSION,1239174,8,380,154897.0,172912
2018-04-01,A,R188-NEW,384591,0,126,N/A,443745
2018-04-01,B,R32,708888,18,222,39383.0,31503
2018-04-01,B,R42,120380,5,50,24076.0,36727
2018-04-01,B,R46,3425759,31,752,110508.0,71787
2018-04-01,A,R62,1164753,2,315,582377.0,201314
2018-04-01,A,R62A,3530150,31,824,113876.0,103086
2018-04-01,B,R68,2028619,21,425,96601.0,98704
2018-04-01,B,R68A,635519,5,200,127104.0,101231
2018-03-01,A,R142,4778878,23,1030,207777.0,163186
2018-03-01,A,R142A,1001266,16,220,62579.0,59170
2018-03-01,B,R143,1227383,17,212,72199.0,95365
2018-03-01,B,R160,8959362,32,1662,279980.0,252639
2018-03-01,B,R179,12584,0,32,0.0,0
2018-03-01,A,R188-CONVERSION,1289430,5,380,257886.0,165100
2018-03-01,A,R188-NEW,398402,2,126,199201.0,411665
2018-03-01,B,R32,781025,24,222,32543.0,32383
2018-03-01,B,R42,135537,2,50,67769.0,38065
2018-03-01,B,R46,3513951,40,752,87849.0,70538
2018-03-01,A,R62,1134864,2,315,567432.0,201380
2018-03-01,A,R62A,3744110,35,824,106975.0,103858
2018-03-01,B,R68,2069010,17,425,121706.0,99325
2018-03-01,B,R68A,658602,3,200,219534.0,95994
2018-02-01,A,R142,4158982,29,1030,143413.0,162916
2018-02-01,A,R142A,857960,8,220,107245.0,58927
2018-02-01,B,R143,1105989,7,212,157998.0,96623
2018-02-01,B,R160,7824757,26,1662,300952.0,248310
2018-02-01,B,R179,0,0,24,0.0,0
2018-02-01,A,R188-CONVERSION,1137829,4,380,284457.0,158277
2018-02-01,A,R188-NEW,435321,1,126,435321.0,488654
2018-02-01,B,R32,690451,19,222,36340.0,32750
2018-02-01,B,R42,128325,3,50,42775.0,35467
2018-02-01,B,R46,3159827,40,752,78996.0,71398
2018-02-01,A,R62,1000323,3,315,333441.0,193784
2018-02-01,A,R62A,3219664,33,824,97566.0,100573
2018-02-01,B,R68,1783767,22,425,81080.0,98682
2018-02-01,B,R68A,590512,9,200,65612.0,94046
2018-01-01,A,R142,4630227,26,1030,178086.0,166269
2018-01-01,A,R142A,936350,24,220,39015.0,55571
2018-01-01,B,R143,1182353,9,212,131373.0,93179
2018-01-01,B,R160,8726895,33,1662,264451.0,247157
2018-01-01,B,R179,0,0,16,0.0,0
2018-01-01,A,R188-CONVERSION,1238030,10,380,123803.0,154591
2018-01-01,A,R188-NEW,456729,0,126,N/A,486053
2018-01-01,B,R32,689124,30,222,22971.0,33108
2018-01-01,B,R42,123591,8,50,15449.0,36635
2018-01-01,B,R46,3549553,57,752,62273.0,71633
2018-01-01,A,R62,1182127,1,315,1182127.0,195437
2018-01-01,A,R62A,3766985,39,824,96589.0,98796
2018-01-01,B,R68,2055741,30,425,68525.0,100291
2018-01-01,B,R68A,645882,6,200,107647.0,95307
2017-12-01,A,R142,4950366,26,1030,190399.0,163012
2017-12-01,A,R142A,894495,15,220,59633.0,55988
2017-12-01,B,R143,1153851,13,212,88758.0,90858
2017-12-01,B,R160,8753842,31,1662,282382.0,241866
2017-12-01,B,R179,0,0,16,0.0,0
2017-12-01,A,R188-CONVERSION,1255683,12,380,104640.0,165167
2017-12-01,A,R188-NEW,501922,1,126,501922.0,444913
2017-12-01,B,R32,610743,12,222,50895.0,34391
2017-12-01,B,R42,117423,4,50,29356.0,41192
2017-12-01,B,R46,3526520,62,752,56879.0,73212
2017-12-01,A,R62,1198489,6,315,199748.0,189218
2017-12-01,A,R62A,3640480,28,824,130017.0,101963
2017-12-01,B,R68,2020416,29,425,69670.0,106133
2017-12-01,B,R68A,625631,4,200,156408.0,96584
2017-11-01,A,R142,4624836,27,1030,171290.0,161938
2017-11-01,A,R142A,842955,17,220,49586.0,53606
2017-11-01,B,R143,1060340,8,212,132543.0,89418
2017-11-01,B,R160,8956588,34,1662,263429.0,234090
2017-11-01,A,R188-CONVERSION,1179690,8,380,147461.0,175306
2017-11-01,A,R188-NEW,461220,1,126,461220.0,445561
2017-11-01,B,R32,602035,32,222,18814.0,32724
2017-11-01,B,R42,150994,1,50,150994.0,40466
2017-11-01,B,R46,3388378,42,752,80676.0,74145
2017-11-01,A,R62,1202600,4,315,300650.0,201495
2017-11-01,A,R62A,3496261,30,824,116542.0,98769
2017-11-01,B,R68,2007108,16,425,125444.0,111082
2017-11-01,B,R68A,633749,6,200,105625.0,91229
2017-10-01,A,R142,4764425,18,1030,264690.0,154801
2017-10-01,A,R142A,928280,14,220,66306.0,53863
2017-10-01,B,R143,1145999,11,212,104182.0,80016
2017-10-01,B,R160,9231534,45,1662,205145.0,232513
2017-10-01,A,R188-CONVERSION,1333565,9,380,148174.0,182531
2017-10-01,A,R188-NEW,446165,1,126,446165.0,443593
2017-10-01,B,R32,690679,27,222,25581.0,36013
2017-10-01,B,R42,130611,6,50,21769.0,39101
2017-10-01,B,R46,3474934,50,752,69499.0,73553
2017-10-01,A,R62,1239740,7,315,177106.0,203473
2017-10-01,A,R62A,3632391,30,824,121080.0,97382
2017-10-01,B,R68,2115261,20,425,105763.0,114513
2017-10-01,B,R68A,673108,4,200,168277.0,97128
2017-09-01,A,R142,4629745,25,1030,185190.0,151053
2017-09-01,A,R142A,865649,13,220,66588.0,52083
2017-09-01,B,R143,1078333,11,212,98030.0,77921
2017-09-01,B,R160,8608439,34,1662,253189.0,233807
2017-09-01,A,R188-CONVERSION,1311730,8,380,163966.0,184097
2017-09-01,A,R188-NEW,433603,0,126,N/A,443704
2017-09-01,B,R32,726669,31,222,23441.0,36193
2017-09-01,B,R42,126387,1,50,126387.0,42729
2017-09-01,B,R46,3396995,43,752,79000.0,75644
2017-09-01,A,R62,1176758,9,315,130751.0,207805
2017-09-01,A,R62A,3508287,31,824,113171.0,93226
2017-09-01,B,R68,2009319,19,425,105754.0,115519
2017-09-01,B,R68A,621757,6,200,103626.0,94297
2017-08-01,A,R142,5069966,43,1030,117906.0,148092
2017-08-01,A,R142A,990376,25,220,39615.0,50716
2017-08-01,B,R143,1150095,13,212,88469.0,68193
2017-08-01,B,R160,9455088,42,1662,225121.0,237579
2017-08-01,A,R188-CONVERSION,1352206,8,380,169026.0,184225
2017-08-01,A,R188-NEW,442442,4,126,110611.0,445786
2017-08-01,B,R32,707466,19,222,37235.0,38186
2017-08-01,B,R42,70579,0,50,0.0,42754
2017-08-01,B,R46,3571681,60,752,59528.0,75616
2017-08-01,A,R62,1308763,8,315,163595.0,219310
2017-08-01,A,R62A,3619223,47,824,77005.0,89598
2017-08-01,B,R68,2131582,23,425,92677.0,116593
2017-08-01,B,R68A,687327,13,200,52871.0,86767
2017-07-01,A,R142,4819891,45,1030,107109.0,144345
2017-07-01,A,R142A,925740,13,220,71211.0,50766
2017-07-01,B,R143,1082724,14,212,77337.0,62493
2017-07-01,B,R160,9005904,39,1662,230921.0,232102
2017-07-01,A,R188-CONVERSION,1311139,9,380,145682.0,177913
2017-07-01,A,R188-NEW,443410,2,126,221705.0,597590
2017-07-01,B,R32,769782,21,222,36656.0,37601
2017-07-01,B,R42,75545,0,50,0.0,44306
2017-07-01,B,R46,3408114,53,752,64304.0,76852
2017-07-01,A,R62,1234052,14,315,88147.0,211520
2017-07-01,A,R62A,3436938,37,824,92890.0,85425
2017-07-01,B,R68,2037061,17,425,119827.0,121774
2017-07-01,B,R68A,610442,8,200,76305.0,93080
2017-06-01,A,R142,4730333,31,1030,152591.0,146430
2017-06-01,A,R142A,916930,15,220,61129.0,50566
2017-06-01,B,R143,964372,12,212,80364.0,61608
2017-06-01,B,R160,8926885,36,1662,247969.0,232733
2017-06-01,A,R188-CONVERSION,1255525,3,380,418508.0,184085
2017-06-01,A,R188-NEW,463983,0,126,N/A,771153
2017-06-01,B,R32,775996,15,222,51733.0,35918
2017-06-01,B,R42,162442,6,50,27074.0,39473
2017-06-01,B,R46,3351941,46,752,72868.0,77127
2017-06-01,A,R62,1347920,11,315,122538.0,235188
2017-06-01,A,R62A,3392009,37,824,91676.0,84528
2017-06-01,B,R68,2055382,18,425,114188.0,120521
2017-06-01,B,R68A,642343,6,200,107057.0,96030
2017-05-01,A,R142,4526800,26,1030,174108.0,146333
2017-05-01,A,R142A,885490,10,220,88549.0,49669
2017-05-01,B,R143,955738,13,212,73518.0,60234
2017-05-01,B,R160,9116767,27,1662,337658.0,237584
2017-05-01,A,R188-CONVERSION,1312293,4,380,328073.0,171771
2017-05-01,A,R188-NEW,457155,0,126,N/A,770462
2017-05-01,B,R32,815878,24,222,33995.0,34371
2017-05-01,B,R42,164003,5,50,32801.0,40698
2017-05-01,B,R46,3509729,51,752,68818.0,76281
2017-05-01,A,R62,1505525,6,315,250921.0,250631
2017-05-01,A,R62A,3587814,35,824,102509.0,84207
2017-05-01,B,R68,2066537,15,425,137769.0,121448
2017-05-01,B,R68A,668681,6,200,111447.0,97086
2017-04-01,A,R142,4614813,26,1030,177493.0,145836
2017-04-01,A,R142A,841840,14,220,60131.0,49867
2017-04-01,B,R143,957831,9,212,106426.0,58761
2017-04-01,B,R160,8794991,42,1662,209405.0,235168
2017-04-01,A,R188-CONVERSION,1212077,12,380,101006.0,173747
2017-04-01,A,R188-NEW,411294,1,126,411294.0,669480
2017-04-01,B,R32,786312,13,222,60486.0,34377
2017-04-01,B,R42,137143,4,50,34286.0,39307
2017-04-01,B,R46,3342638,40,752,83566.0,78922
2017-04-01,A,R62,1370938,3,315,456979.0,258252
2017-04-01,A,R62A,3433791,27,824,127177.0,85378
2017-04-01,B,R68,1983355,19,425,104387.0,119323
2017-04-01,B,R68A,621510,9,200,69057.0,96464
2017-03-01,A,R142,4848387,24,1030,202016.0,148906
2017-03-01,A,R142A,897515,15,220,59834.0,47709
2017-03-01,B,R143,1013252,13,212,77942.0,58348
2017-03-01,B,R160,9371697,41,1662,228578.0,236287
2017-03-01,A,R188-CONVERSION,1136577,8,380,142072.0,192843
2017-03-01,A,R188-NEW,421953,0,126,N/A,760984
2017-03-01,B,R32,780952,21,222,37188.0,33527
2017-03-01,B,R42,138022,5,50,27604.0,41683
2017-03-01,B,R46,3516563,33,752,106563.0,77311
2017-03-01,A,R62,1347940,6,315,224657.0,239386
2017-03-01,A,R62A,3607420,47,824,76754.0,84276
2017-03-01,B,R68,2108847,19,425,110992.0,121473
2017-03-01,B,R68A,690806,5,200,138161.0,102830
2017-02-01,A,R142,4487961,24,1030,186998.0,148382
2017-02-01,A,R142A,744035,17,220,43767.0,47997
2017-02-01,B,R143,927482,10,212,92748.0,56254
2017-02-01,B,R160,8317309,30,1662,277244.0,245721
2017-02-01,A,R188-CONVERSION,1096855,6,380,182809.0,201532
2017-02-01,A,R188-NEW,406702,1,126,406702.0,591207
2017-02-01,B,R32,718553,17,222,42268.0,33217
2017-02-01,B,R42,105309,1,50,105309.0,42094
2017-02-01,B,R46,3151705,38,752,82940.0,73917
2017-02-01,A,R62,1324662,4,315,331166.0,216306
2017-02-01,A,R62A,2965593,38,824,78042.0,84988
2017-02-01,B,R68,1880320,19,425,98964.0,120838
2017-02-01,B,R68A,598640,8,200,74830.0,99385
2017-01-01,A,R142,4986546,35,1030,142473.0,145002
2017-01-01,A,R142A,848335,21,220,40397.0,49145
2017-01-01,B,R143,957587,10,212,95759.0,54814
2017-01-01,B,R160,9333006,45,1662,207400.0,242160
2017-01-01,A,R188-CONVERSION,1272841,4,380,318210.0,193909
2017-01-01,A,R188-NEW,449109,1,126,449109.0,478981
2017-01-01,B,R32,818994,24,222,34125.0,33331
2017-01-01,B,R42,145661,4,50,36415.0,43444
2017-01-01,B,R46,3432551,43,752,79827.0,73642
2017-01-01,A,R62,1447746,5,315,289549.0,205635
2017-01-01,A,R62A,3484660,23,824,151507.0,85925
2017-01-01,B,R68,2101464,17,425,123616.0,114085
2017-01-01,B,R68A,652695,5,200,130539.0,102130
2016-12-01,A,R142,5060391,29,1030,174496.0,143910
2016-12-01,A,R142A,980424,25,220,39217.0,50260
2016-12-01,B,R143,1045945,14,212,74710.0,53805
2016-12-01,B,R160,9031554,47,1662,192161.0,253300
2016-12-01,A,R188-CONVERSION,1301810,7,380,185973.0,179596
2016-12-01,A,R188-NEW,509697,1,126,509697.0,476693
2016-12-01,B,R32,871300,33,222,26403.0,33268
2016-12-01,B,R42,131016,5,50,26203.0,35260
2016-12-01,B,R46,3457040,54,752,64019.0,73696
2016-12-01,A,R62,1411500,2,315,705750.0,198041
2016-12-01,A,R62A,3516307,40,824,87908.0,82447
2016-12-01,B,R68,2163896,20,425,108195.0,117531
2016-12-01,B,R68A,653418,9,200,72602.0,98997
2016-11-01,A,R142,4737127,44,1030,107662.0,142536
2016-11-01,A,R142A,947901,18,220,52661.0,50704
2016-11-01,B,R143,963022,23,212,41871.0,53651
2016-11-01,B,R160,8692982,36,1662,241472.0,268080
2016-11-01,A,R188-CONVERSION,1253495,5,380,250699.0,184098
2016-11-01,A,R188-NEW,437603,1,126,437603.0,521186
2016-11-01,B,R32,828683,13,222,63745.0,32327
2016-11-01,B,R42,138210,2,50,69105.0,36294
2016-11-01,B,R46,3355161,46,752,72938.0,75503
2016-11-01,A,R62,1358803,4,315,339701.0,189436
2016-11-01,A,R62A,3397783,35,824,97080.0,82530
2016-11-01,B,R68,2081883,10,425,208188.0,117673
2016-11-01,B,R68A,649474,1,200,649474.0,101337
2016-10-01,A,R142,4888072,28,1030,174574.0,141529
2016-10-01,A,R142A,936934,21,220,44616.0,49762
2016-10-01,B,R143,1059289,14,212,75664.0,57902
2016-10-01,B,R160,8896461,41,1662,216987.0,277667
2016-10-01,A,R188-CONVERSION,1279426,8,380,159928.0,170908
2016-10-01,A,R188-NEW,447500,1,126,447500.0,520801
2016-10-01,B,R32,737173,27,222,27303.0,31843
2016-10-01,B,R42,143944,3,50,47981.0,33562
2016-10-01,B,R46,3277869,32,752,102433.0,76836
2016-10-01,A,R62,1166368,5,315,233274.0,181061
2016-10-01,A,R62A,3442514,47,824,73245.0,82900
2016-10-01,B,R68,1985942,17,425,116820.0,116334
2016-10-01,B,R68A,635226,6,200,105871.0,95093
2016-09-01,A,R142,4837424,34,1030,142277.0,139584
2016-09-01,A,R142A,937605,20,220,46880.0,51275
2016-09-01,B,R143,992770,32,212,31024.0,56423
2016-09-01,B,R160,8680738,27,1662,321509.0,286655
2016-09-01,A,R188-CONVERSION,1322169,8,380,165271.0,163346
2016-09-01,A,R188-NEW,458588,0,126,N/A,581452
2016-09-01,B,R32,744593,18,222,41366.0,32377
2016-09-01,B,R42,127260,1,50,127260.0,32788
2016-09-01,B,R46,3230585,41,752,78795.0,78057
2016-09-01,A,R62,1185429,5,315,237086.0,176174
2016-09-01,A,R62A,3331251,47,824,70878.0,83438
2016-09-01,B,R68,2004914,17,425,117936.0,114670
2016-09-01,B,R68A,611678,13,200,47052.0,101595
2016-08-01,A,R142,5200148,54,1030,96299.0,140112
2016-08-01,A,R142A,1102720,27,220,40841.0,52689
2016-08-01,B,R143,1016109,27,212,37634.0,60738
2016-08-01,B,R160,9294997,52,1662,178750.0,281764
2016-08-01,A,R188-CONVERSION,1368356,11,380,124396.0,161483
2016-08-01,A,R188-NEW,471319,1,126,471319.0,577083
2016-08-01,B,R32,714514,23,222,31066.0,31369
2016-08-01,B,R42,126457,0,50,0.0,31792
2016-08-01,B,R46,3390010,49,752,69184.0,78707
2016-08-01,A,R62,1374639,11,315,124967.0,174723
2016-08-01,A,R62A,3493470,68,824,51375.0,84451
2016-08-01,B,R68,2128649,14,425,152046.0,116366
2016-08-01,B,R68A,597659,6,200,99610.0,114036
2016-07-01,A,R142,4775353,39,1030,122445.0,149963
2016-07-01,A,R142A,1034160,16,220,64635.0,54139
2016-07-01,B,R143,1036860,16,212,64804.0,64107
2016-07-01,B,R160,8832574,37,1662,238718.0,306076
2016-07-01,A,R188-CONVERSION,1283553,6,380,213926.0,170859
2016-07-01,A,R188-NEW,463170,0,126,N/A,573821
2016-07-01,B,R32,673959,30,222,22465.0,31889
2016-07-01,B,R42,138415,6,50,23069.0,32007
2016-07-01,B,R46,3321526,50,752,66431.0,80611
2016-07-01,A,R62,1386529,7,315,198076.0,181356
2016-07-01,A,R62A,3259161,40,824,81479.0,89411
2016-07-01,B,R68,2025069,19,425,106583.0,115424
2016-07-01,B,R68A,564230,5,200,112846.0,121840
2016-06-01,A,R142,4838655,32,1030,151208.0,154127
2016-06-01,A,R142A,1018635,21,220,48506.0,52171
2016-06-01,B,R143,940256,16,212,58766.0,61702
2016-06-01,B,R160,8787503,26,1662,337981.0,317875
2016-06-01,A,R188-CONVERSION,1276432,9,360,141826.0,155578
2016-06-01,A,R188-NEW,459144,0,124,N/A,472024
2016-06-01,B,R32,789319,27,222,29234.0,33028
2016-06-01,B,R42,132470,4,50,33118.0,34399
2016-06-01,B,R46,3290811,51,752,64526.0,82666
2016-06-01,A,R62,1410915,7,315,201559.0,187661
2016-06-01,A,R62A,3320843,38,824,87391.0,88834
2016-06-01,B,R68,2001667,16,425,125104.0,117467
2016-06-01,B,R68A,628693,5,200,125739.0,119045
2016-05-01,A,R142,4767859,29,1030,164409.0,154637
2016-05-01,A,R142A,1029615,12,220,85801.0,54081
